Method,Metric,Train,Test,Threshold,Rep,n,Dataset
sse,dss,-1727.89,-1099.31,0.5,16,1600,hard
sse,is1,1198.77,750.3,0.5,16,1600,hard
crps,sse,242.42,143.73,0.8,16,1600,hard
crps,crps,289.53,181.4,0.8,16,1600,hard
crps,dss,-1843.53,-1164,0.8,16,1600,hard
crps,is1,1157.22,730.54,0.8,16,1600,hard
dss,sse,247.15,147.13,0.8,16,1600,hard
dss,crps,311.33,195.21,0.8,16,1600,hard
dss,dss,-1687.02,-1073.3,0.8,16,1600,hard
dss,is1,1260.83,795.96,0.8,16,1600,hard
is1,sse,242.42,143.73,0.8,16,1600,hard
is1,crps,289.53,181.4,0.8,16,1600,hard
is1,dss,-1843.53,-1164,0.8,16,1600,hard
is1,is1,1157.22,730.54,0.8,16,1600,hard
sse,sse,243.06,144.53,0.8,16,1600,hard
sse,crps,298.37,186.45,0.8,16,1600,hard
sse,dss,-1727.89,-1099.31,0.8,16,1600,hard
sse,is1,1198.77,750.3,0.8,16,1600,hard
crps,sse,232.52,145.95,0,17,1600,hard
crps,crps,282.24,183.7,0,17,1600,hard
crps,dss,-1868.81,-1156.29,0,17,1600,hard
crps,is1,1156.95,736.4,0,17,1600,hard
dss,sse,232.47,145.84,0,17,1600,hard
dss,crps,282.76,183.66,0,17,1600,hard
dss,dss,-1912.58,-1122.72,0,17,1600,hard
dss,is1,1154.9,746.05,0,17,1600,hard
is1,sse,233.65,144.59,0,17,1600,hard
is1,crps,283.33,182.89,0,17,1600,hard
is1,dss,-1878.84,-1161.5,0,17,1600,hard
is1,is1,1153.67,744.04,0,17,1600,hard
sse,sse,228.75,146.22,0,17,1600,hard
sse,crps,282.91,186.4,0,17,1600,hard
sse,dss,-1870.3,-1114.97,0,17,1600,hard
sse,is1,1165.76,750.07,0,17,1600,hard
crps,sse,232.52,145.95,0.1,17,1600,hard
crps,crps,282.24,183.7,0.1,17,1600,hard
crps,dss,-1868.81,-1156.29,0.1,17,1600,hard
crps,is1,1156.95,736.4,0.1,17,1600,hard
dss,sse,235.91,144.29,0.1,17,1600,hard
dss,crps,286.01,181.83,0.1,17,1600,hard
dss,dss,-1891.49,-1135.52,0.1,17,1600,hard
dss,is1,1168.86,739.28,0.1,17,1600,hard
is1,sse,233.8,144.66,0.1,17,1600,hard
is1,crps,283.87,182.76,0.1,17,1600,hard
is1,dss,-1877.17,-1162.5,0.1,17,1600,hard
is1,is1,1155.92,744.47,0.1,17,1600,hard
sse,sse,229.57,144.97,0.1,17,1600,hard
sse,crps,285.15,185.29,0.1,17,1600,hard
sse,dss,-1843.08,-1126.3,0.1,17,1600,hard
sse,is1,1170.43,752.38,0.1,17,1600,hard
crps,sse,237.25,143.32,0.3,17,1600,hard
crps,crps,287.1,181.01,0.3,17,1600,hard
crps,dss,-1845.41,-1164.84,0.3,17,1600,hard
crps,is1,1174.18,734.76,0.3,17,1600,hard
dss,sse,240.52,145.41,0.3,17,1600,hard
dss,crps,298.93,189.83,0.3,17,1600,hard
dss,dss,-1791.39,-1134.6,0.3,17,1600,hard
dss,is1,1226.22,780.56,0.3,17,1600,hard
is1,sse,237.11,143.44,0.3,17,1600,hard
is1,crps,287.74,181.79,0.3,17,1600,hard
is1,dss,-1847.16,-1164.31,0.3,17,1600,hard
is1,is1,1172.12,737.66,0.3,17,1600,hard
sse,sse,231.41,144.1,0.3,17,1600,hard
sse,crps,287.49,184.22,0.3,17,1600,hard
sse,dss,-1806.13,-1137.25,0.3,17,1600,hard
sse,is1,1184.51,745.15,0.3,17,1600,hard
crps,sse,237.25,143.32,0.5,17,1600,hard
crps,crps,287.1,181.01,0.5,17,1600,hard
crps,dss,-1845.41,-1164.84,0.5,17,1600,hard
crps,is1,1174.18,734.76,0.5,17,1600,hard
dss,sse,240.52,145.41,0.5,17,1600,hard
dss,crps,298.93,189.83,0.5,17,1600,hard
dss,dss,-1791.39,-1134.6,0.5,17,1600,hard
dss,is1,1226.22,780.56,0.5,17,1600,hard
is1,sse,237.11,143.44,0.5,17,1600,hard
is1,crps,287.74,181.79,0.5,17,1600,hard
is1,dss,-1847.16,-1164.31,0.5,17,1600,hard
is1,is1,1172.12,737.66,0.5,17,1600,hard
sse,sse,234.68,146.19,0.5,17,1600,hard
sse,crps,299.33,193.04,0.5,17,1600,hard
sse,dss,-1752.11,-1107.01,0.5,17,1600,hard
sse,is1,1236.55,790.95,0.5,17,1600,hard
crps,sse,238.7,143.04,0.8,17,1600,hard
crps,crps,288.81,181.25,0.8,17,1600,hard
crps,dss,-1809.54,-1158.29,0.8,17,1600,hard
crps,is1,1183.8,736.51,0.8,17,1600,hard
dss,sse,240.52,145.41,0.8,17,1600,hard
dss,crps,298.93,189.83,0.8,17,1600,hard
dss,dss,-1791.39,-1134.6,0.8,17,1600,hard
dss,is1,1226.22,780.56,0.8,17,1600,hard
is1,sse,238.73,143.22,0.8,17,1600,hard
is1,crps,289.65,182.14,0.8,17,1600,hard
is1,dss,-1809.25,-1156.49,0.8,17,1600,hard
is1,is1,1183.32,738.74,0.8,17,1600,hard
sse,sse,234.68,146.19,0.8,17,1600,hard
sse,crps,299.33,193.04,0.8,17,1600,hard
sse,dss,-1752.11,-1107.01,0.8,17,1600,hard
sse,is1,1236.55,790.95,0.8,17,1600,hard
crps,sse,248.02,143.1,0,18,1600,hard
crps,crps,292.54,181.66,0,18,1600,hard
crps,dss,-1849.51,-1157.69,0,18,1600,hard
crps,is1,1154.84,728.76,0,18,1600,hard
dss,sse,247.1,144.3,0,18,1600,hard
dss,crps,293.29,182.25,0,18,1600,hard
dss,dss,-1860.9,-1154.49,0,18,1600,hard
dss,is1,1154.88,738.71,0,18,1600,hard
is1,sse,247.53,143.71,0,18,1600,hard
is1,crps,292.97,181.3,0,18,1600,hard
is1,dss,-1848.79,-1159.31,0,18,1600,hard
is1,is1,1149.12,734.21,0,18,1600,hard
sse,sse,247.28,143.07,0,18,1600,hard
sse,crps,294.43,181.55,0,18,1600,hard
sse,dss,-1839.85,-1150.1,0,18,1600,hard
sse,is1,1159.63,730.65,0,18,1600,hard
crps,sse,248.12,143.06,0.1,18,1600,hard
crps,crps,292.85,181.49,0.1,18,1600,hard
crps,dss,-1848.44,-1158.08,0.1,18,1600,hard
crps,is1,1157.2,727.93,0.1,18,1600,hard
dss,sse,248.03,143.89,0.1,18,1600,hard
dss,crps,294.63,181.74,0.1,18,1600,hard
dss,dss,-1846.75,-1160.27,0.1,18,1600,hard
dss,is1,1160.11,736.15,0.1,18,1600,hard
is1,sse,247.96,143.62,0.1,18,1600,hard
is1,crps,293.76,181.02,0.1,18,1600,hard
is1,dss,-1844.47,-1160.37,0.1,18,1600,hard
is1,is1,1154.04,734.2,0.1,18,1600,hard
sse,sse,247.61,142.82,0.1,18,1600,hard
sse,crps,294.99,181.18,0.1,18,1600,hard
sse,dss,-1836.54,-1152.57,0.1,18,1600,hard
sse,is1,1162.46,728.34,0.1,18,1600,hard
crps,sse,249.24,142.92,0.3,18,1600,hard
crps,crps,295.73,180.54,0.3,18,1600,hard
crps,dss,-1803.84,-1169.91,0.3,18,1600,hard
crps,is1,1167.62,725.75,0.3,18,1600,hard
dss,sse,252.39,145.67,0.3,18,1600,hard
dss,crps,307.32,189.7,0.3,18,1600,hard
dss,dss,-1776.24,-1140,0.3,18,1600,hard
dss,is1,1228.94,773.95,0.3,18,1600,hard
is1,sse,248.25,143.59,0.3,18,1600,hard
is1,crps,294.8,181.14,0.3,18,1600,hard
is1,dss,-1825.51,-1157.1,0.3,18,1600,hard
is1,is1,1158.61,733.39,0.3,18,1600,hard
sse,sse,251.49,144.56,0.3,18,1600,hard
sse,crps,308.13,186.59,0.3,18,1600,hard
sse,dss,-1664.88,-1098.08,0.3,18,1600,hard
sse,is1,1213.74,747.88,0.3,18,1600,hard
crps,sse,249.24,142.92,0.5,18,1600,hard
crps,crps,295.73,180.54,0.5,18,1600,hard
crps,dss,-1803.84,-1169.91,0.5,18,1600,hard
crps,is1,1167.62,725.75,0.5,18,1600,hard
dss,sse,253.87,146.44,0.5,18,1600,hard
dss,crps,310.54,190.79,0.5,18,1600,hard
dss,dss,-1746.64,-1131.3,0.5,18,1600,hard
dss,is1,1242.5,778.53,0.5,18,1600,hard
is1,sse,249.24,142.92,0.5,18,1600,hard
is1,crps,295.73,180.54,0.5,18,1600,hard
is1,dss,-1803.84,-1169.91,0.5,18,1600,hard
is1,is1,1167.62,725.75,0.5,18,1600,hard
sse,sse,251.49,144.56,0.5,18,1600,hard
sse,crps,308.13,186.59,0.5,18,1600,hard
sse,dss,-1664.88,-1098.08,0.5,18,1600,hard
sse,is1,1213.74,747.88,0.5,18,1600,hard
crps,sse,249.24,142.92,0.8,18,1600,hard
crps,crps,295.73,180.54,0.8,18,1600,hard
crps,dss,-1803.84,-1169.91,0.8,18,1600,hard
crps,is1,1167.62,725.75,0.8,18,1600,hard
dss,sse,254.4,147.08,0.8,18,1600,hard
dss,crps,319.46,195.23,0.8,18,1600,hard
dss,dss,-1635.77,-1072.87,0.8,18,1600,hard
dss,is1,1270.39,792.35,0.8,18,1600,hard
is1,sse,250.8,143.8,0.8,18,1600,hard
is1,crps,298.98,181.83,0.8,18,1600,hard
is1,dss,-1773.48,-1159.65,0.8,18,1600,hard
is1,is1,1181.61,730.86,0.8,18,1600,hard
sse,sse,254.4,147.08,0.8,18,1600,hard
sse,crps,319.46,195.23,0.8,18,1600,hard
sse,dss,-1635.77,-1072.87,0.8,18,1600,hard
sse,is1,1270.39,792.35,0.8,18,1600,hard
crps,sse,226.84,147.53,0,19,1600,hard
crps,crps,284,183.03,0,19,1600,hard
crps,dss,-1836.59,-1140,0,19,1600,hard
crps,is1,1155.04,737.72,0,19,1600,hard
dss,sse,228.81,145.88,0,19,1600,hard
dss,crps,286.87,182.68,0,19,1600,hard
dss,dss,-1864.44,-1125.7,0,19,1600,hard
dss,is1,1158.42,738.55,0,19,1600,hard
is1,sse,231.56,145.11,0,19,1600,hard
is1,crps,287.49,182.17,0,19,1600,hard
is1,dss,-1826.05,-1145.68,0,19,1600,hard
is1,is1,1158.28,740.97,0,19,1600,hard
sse,sse,226.42,147.67,0,19,1600,hard
sse,crps,285.61,183.41,0,19,1600,hard
sse,dss,-1865.48,-1123.26,0,19,1600,hard
sse,is1,1155.53,745.4,0,19,1600,hard
crps,sse,227.02,147.5,0.1,19,1600,hard
crps,crps,284.23,183.01,0.1,19,1600,hard
crps,dss,-1834.27,-1142.28,0.1,19,1600,hard
crps,is1,1155.9,737.7,0.1,19,1600,hard
dss,sse,232.45,144.65,0.1,19,1600,hard
dss,crps,290.16,181.33,0.1,19,1600,hard
dss,dss,-1837.17,-1141.17,0.1,19,1600,hard
dss,is1,1168.81,731.99,0.1,19,1600,hard
is1,sse,232.28,145.17,0.1,19,1600,hard
is1,crps,288.35,182.25,0.1,19,1600,hard
is1,dss,-1821.16,-1140.67,0.1,19,1600,hard
is1,is1,1160.93,739.93,0.1,19,1600,hard
sse,sse,226.99,148.99,0.1,19,1600,hard
sse,crps,287.32,186.06,0.1,19,1600,hard
sse,dss,-1832.54,-1087.44,0.1,19,1600,hard
sse,is1,1163.42,764.55,0.1,19,1600,hard
crps,sse,227.72,147.34,0.3,19,1600,hard
crps,crps,285.63,182.23,0.3,19,1600,hard
crps,dss,-1825.47,-1146.84,0.3,19,1600,hard
crps,is1,1158.78,734.57,0.3,19,1600,hard
dss,sse,235.19,147.86,0.3,19,1600,hard
dss,crps,302.55,191.6,0.3,19,1600,hard
dss,dss,-1800.37,-1080.79,0.3,19,1600,hard
dss,is1,1230.94,787.79,0.3,19,1600,hard
is1,sse,234.26,143.83,0.3,19,1600,hard
is1,crps,291.58,180.88,0.3,19,1600,hard
is1,dss,-1782.45,-1167.24,0.3,19,1600,hard
is1,is1,1173.13,730.05,0.3,19,1600,hard
sse,sse,227.98,148.25,0.3,19,1600,hard
sse,crps,288.64,185.18,0.3,19,1600,hard
sse,dss,-1821.77,-1096.07,0.3,19,1600,hard
sse,is1,1167.75,759.23,0.3,19,1600,hard
crps,sse,234.93,145.4,0.5,19,1600,hard
crps,crps,292.75,184.06,0.5,19,1600,hard
crps,dss,-1759.44,-1120.26,0.5,19,1600,hard
crps,is1,1181.1,753.29,0.5,19,1600,hard
dss,sse,237,147.04,0.5,19,1600,hard
dss,crps,303.97,191.16,0.5,19,1600,hard
dss,dss,-1745.65,-1106.86,0.5,19,1600,hard
dss,is1,1235.26,785.86,0.5,19,1600,hard
is1,sse,234.47,145.25,0.5,19,1600,hard
is1,crps,292.91,183.67,0.5,19,1600,hard
is1,dss,-1771.26,-1123.77,0.5,19,1600,hard
is1,is1,1180.27,749.79,0.5,19,1600,hard
sse,sse,239.23,147.7,0.5,19,1600,hard
sse,crps,313.57,195.92,0.5,19,1600,hard
sse,dss,-1650.65,-1046.44,0.5,19,1600,hard
sse,is1,1272.76,799.06,0.5,19,1600,hard
crps,sse,234.93,145.4,0.8,19,1600,hard
crps,crps,292.75,184.06,0.8,19,1600,hard
crps,dss,-1759.44,-1120.26,0.8,19,1600,hard
crps,is1,1181.1,753.29,0.8,19,1600,hard
dss,sse,239.23,147.7,0.8,19,1600,hard
dss,crps,313.57,195.92,0.8,19,1600,hard
dss,dss,-1650.65,-1046.44,0.8,19,1600,hard
dss,is1,1272.76,799.06,0.8,19,1600,hard
is1,sse,234.47,145.25,0.8,19,1600,hard
is1,crps,292.91,183.67,0.8,19,1600,hard
is1,dss,-1771.26,-1123.77,0.8,19,1600,hard
is1,is1,1180.27,749.79,0.8,19,1600,hard
sse,sse,239.23,147.7,0.8,19,1600,hard
sse,crps,313.57,195.92,0.8,19,1600,hard
sse,dss,-1650.65,-1046.44,0.8,19,1600,hard
sse,is1,1272.76,799.06,0.8,19,1600,hard
crps,sse,235.86,143.38,0,20,1600,hard
crps,crps,287.49,181.96,0,20,1600,hard
crps,dss,-1879.9,-1155.74,0,20,1600,hard
crps,is1,1168.51,737.81,0,20,1600,hard
dss,sse,235.51,143.44,0,20,1600,hard
dss,crps,287.57,181.19,0,20,1600,hard
dss,dss,-1914.85,-1146.29,0,20,1600,hard
dss,is1,1169.88,730.03,0,20,1600,hard
is1,sse,240.29,142.59,0,20,1600,hard
is1,crps,289.72,180.99,0,20,1600,hard
is1,dss,-1867.49,-1152.56,0,20,1600,hard
is1,is1,1172.5,730.93,0,20,1600,hard
sse,sse,235.84,143.35,0,20,1600,hard
sse,crps,287.53,181.89,0,20,1600,hard
sse,dss,-1880.13,-1156.11,0,20,1600,hard
sse,is1,1169.11,736.97,0,20,1600,hard
crps,sse,236.45,142.58,0.1,20,1600,hard
crps,crps,288.49,180.71,0.1,20,1600,hard
crps,dss,-1871.16,-1162.69,0.1,20,1600,hard
crps,is1,1174.69,728.46,0.1,20,1600,hard
dss,sse,236.59,142.68,0.1,20,1600,hard
dss,crps,289.01,181.04,0.1,20,1600,hard
dss,dss,-1869.75,-1161.65,0.1,20,1600,hard
dss,is1,1176.03,729.23,0.1,20,1600,hard
is1,sse,240.31,142.58,0.1,20,1600,hard
is1,crps,289.87,180.92,0.1,20,1600,hard
is1,dss,-1867.28,-1152.66,0.1,20,1600,hard
is1,is1,1174.18,730.71,0.1,20,1600,hard
sse,sse,236.06,143.41,0.1,20,1600,hard
sse,crps,288.25,182.08,0.1,20,1600,hard
sse,dss,-1877.89,-1155.47,0.1,20,1600,hard
sse,is1,1171.38,737.77,0.1,20,1600,hard
crps,sse,236.59,142.68,0.3,20,1600,hard
crps,crps,289.01,181.04,0.3,20,1600,hard
crps,dss,-1869.75,-1161.65,0.3,20,1600,hard
crps,is1,1176.03,729.23,0.3,20,1600,hard
dss,sse,245.51,144.77,0.3,20,1600,hard
dss,crps,304.19,188.97,0.3,20,1600,hard
dss,dss,-1806.58,-1139.94,0.3,20,1600,hard
dss,is1,1242.91,774.56,0.3,20,1600,hard
is1,sse,242.19,142.68,0.3,20,1600,hard
is1,crps,292.73,180.68,0.3,20,1600,hard
is1,dss,-1836.24,-1167.44,0.3,20,1600,hard
is1,is1,1189.13,730.44,0.3,20,1600,hard
sse,sse,236.59,142.68,0.3,20,1600,hard
sse,crps,289.01,181.04,0.3,20,1600,hard
sse,dss,-1869.75,-1161.65,0.3,20,1600,hard
sse,is1,1176.03,729.23,0.3,20,1600,hard
crps,sse,237.5,142.36,0.5,20,1600,hard
crps,crps,290.08,180.46,0.5,20,1600,hard
crps,dss,-1858.61,-1166.45,0.5,20,1600,hard
crps,is1,1179.84,727.83,0.5,20,1600,hard
dss,sse,248.61,146.71,0.5,20,1600,hard
dss,crps,308.93,191.64,0.5,20,1600,hard
dss,dss,-1760.68,-1117.95,0.5,20,1600,hard
dss,is1,1263.28,785.12,0.5,20,1600,hard
is1,sse,242.19,142.68,0.5,20,1600,hard
is1,crps,292.73,180.68,0.5,20,1600,hard
is1,dss,-1836.24,-1167.44,0.5,20,1600,hard
is1,is1,1189.13,730.44,0.5,20,1600,hard
sse,sse,246.88,144.43,0.5,20,1600,hard
sse,crps,306.59,186.79,0.5,20,1600,hard
sse,dss,-1675.1,-1091.02,0.5,20,1600,hard
sse,is1,1248.92,751.08,0.5,20,1600,hard
crps,sse,241.41,142.12,0.8,20,1600,hard
crps,crps,291.76,180.34,0.8,20,1600,hard
crps,dss,-1847.64,-1166.4,0.8,20,1600,hard
crps,is1,1183.93,729.34,0.8,20,1600,hard
dss,sse,250.99,147.08,0.8,20,1600,hard
dss,crps,319.02,195.42,0.8,20,1600,hard
dss,dss,-1634.04,-1064.57,0.8,20,1600,hard
dss,is1,1307.9,796.3,0.8,20,1600,hard
is1,sse,242.19,142.68,0.8,20,1600,hard
is1,crps,292.73,180.68,0.8,20,1600,hard
is1,dss,-1836.24,-1167.44,0.8,20,1600,hard
is1,is1,1189.13,730.44,0.8,20,1600,hard
sse,sse,246.88,144.43,0.8,20,1600,hard
sse,crps,306.59,186.79,0.8,20,1600,hard
sse,dss,-1675.1,-1091.02,0.8,20,1600,hard
sse,is1,1248.92,751.08,0.8,20,1600,hard
crps,sse,242.11,143.68,0,21,1600,hard
crps,crps,293.4,181.42,0,21,1600,hard
crps,dss,-1808.21,-1146.46,0,21,1600,hard
crps,is1,1195.89,729.1,0,21,1600,hard
dss,sse,241.26,144.77,0,21,1600,hard
dss,crps,293.61,183.26,0,21,1600,hard
dss,dss,-1812.9,-1154.32,0,21,1600,hard
dss,is1,1194.21,740.28,0,21,1600,hard
is1,sse,241.84,143.36,0,21,1600,hard
is1,crps,293.42,181.21,0,21,1600,hard
is1,dss,-1801.53,-1162.11,0,21,1600,hard
is1,is1,1190.19,730.22,0,21,1600,hard
sse,sse,238.19,144.44,0,21,1600,hard
sse,crps,291.68,182.42,0,21,1600,hard
sse,dss,-1805.22,-1155.12,0,21,1600,hard
sse,is1,1191.54,734.71,0,21,1600,hard
crps,sse,242.14,143.57,0.1,21,1600,hard
crps,crps,293.63,181.17,0.1,21,1600,hard
crps,dss,-1807.54,-1146.58,0.1,21,1600,hard
crps,is1,1196.77,727.77,0.1,21,1600,hard
dss,sse,241.83,143.93,0.1,21,1600,hard
dss,crps,294.48,182.32,0.1,21,1600,hard
dss,dss,-1805.15,-1164.49,0.1,21,1600,hard
dss,is1,1197.34,737.14,0.1,21,1600,hard
is1,sse,242.76,143,0.1,21,1600,hard
is1,crps,294.71,180.91,0.1,21,1600,hard
is1,dss,-1777.79,-1159.56,0.1,21,1600,hard
is1,is1,1199.12,730,0.1,21,1600,hard
sse,sse,238.78,143.78,0.1,21,1600,hard
sse,crps,292.53,181.63,0.1,21,1600,hard
sse,dss,-1798.33,-1162.43,0.1,21,1600,hard
sse,is1,1194.31,732.13,0.1,21,1600,hard
crps,sse,243.25,142.63,0.3,21,1600,hard
crps,crps,295.49,180.37,0.3,21,1600,hard
crps,dss,-1766.58,-1172.69,0.3,21,1600,hard
crps,is1,1203.42,726.85,0.3,21,1600,hard
dss,sse,246.88,145.25,0.3,21,1600,hard
dss,crps,309.51,190,0.3,21,1600,hard
dss,dss,-1739.92,-1159.85,0.3,21,1600,hard
dss,is1,1271.15,774.52,0.3,21,1600,hard
is1,sse,243.25,142.63,0.3,21,1600,hard
is1,crps,295.49,180.37,0.3,21,1600,hard
is1,dss,-1766.58,-1172.69,0.3,21,1600,hard
is1,is1,1203.42,726.85,0.3,21,1600,hard
sse,sse,239.44,143.07,0.3,21,1600,hard
sse,crps,293.36,181.03,0.3,21,1600,hard
sse,dss,-1778.32,-1163.15,0.3,21,1600,hard
sse,is1,1198.35,729.83,0.3,21,1600,hard
crps,sse,243.25,142.63,0.5,21,1600,hard
crps,crps,295.49,180.37,0.5,21,1600,hard
crps,dss,-1766.58,-1172.69,0.5,21,1600,hard
crps,is1,1203.42,726.85,0.5,21,1600,hard
dss,sse,248.3,146.22,0.5,21,1600,hard
dss,crps,311.95,191.6,0.5,21,1600,hard
dss,dss,-1712.81,-1142.44,0.5,21,1600,hard
dss,is1,1281.46,781.45,0.5,21,1600,hard
is1,sse,243.25,142.63,0.5,21,1600,hard
is1,crps,295.49,180.37,0.5,21,1600,hard
is1,dss,-1766.58,-1172.69,0.5,21,1600,hard
is1,is1,1203.42,726.85,0.5,21,1600,hard
sse,sse,246.16,144.38,0.5,21,1600,hard
sse,crps,306.59,186.83,0.5,21,1600,hard
sse,dss,-1634.29,-1093.74,0.5,21,1600,hard
sse,is1,1249.13,750.23,0.5,21,1600,hard
crps,sse,243.25,142.63,0.8,21,1600,hard
crps,crps,295.49,180.37,0.8,21,1600,hard
crps,dss,-1766.58,-1172.69,0.8,21,1600,hard
crps,is1,1203.42,726.85,0.8,21,1600,hard
dss,sse,249.63,147.01,0.8,21,1600,hard
dss,crps,318.81,195.56,0.8,21,1600,hard
dss,dss,-1598.93,-1069,0.8,21,1600,hard
dss,is1,1309.9,795.4,0.8,21,1600,hard
is1,sse,244.55,143.6,0.8,21,1600,hard
is1,crps,297.88,182.08,0.8,21,1600,hard
is1,dss,-1741.74,-1155.16,0.8,21,1600,hard
is1,is1,1213.14,734.1,0.8,21,1600,hard
sse,sse,246.16,144.38,0.8,21,1600,hard
sse,crps,306.59,186.83,0.8,21,1600,hard
sse,dss,-1634.29,-1093.74,0.8,21,1600,hard
sse,is1,1249.13,750.23,0.8,21,1600,hard
crps,sse,247.78,148.54,0,22,1600,hard
crps,crps,294.91,184.99,0,22,1600,hard
crps,dss,-1796.06,-1142.28,0,22,1600,hard
crps,is1,1145.26,737.31,0,22,1600,hard
dss,sse,248,147.47,0,22,1600,hard
dss,crps,296.17,184.36,0,22,1600,hard
dss,dss,-1809.83,-1149.42,0,22,1600,hard
dss,is1,1149.96,737.37,0,22,1600,hard
is1,sse,248.1,149.93,0,22,1600,hard
is1,crps,295.09,185.34,0,22,1600,hard
is1,dss,-1797.7,-1132.13,0,22,1600,hard
is1,is1,1136.95,752.88,0,22,1600,hard
sse,sse,243.67,153.6,0,22,1600,hard
sse,crps,298.53,191.43,0,22,1600,hard
sse,dss,-1728.27,-1074.06,0,22,1600,hard
sse,is1,1151.13,774.71,0,22,1600,hard
crps,sse,247.78,148.54,0.1,22,1600,hard
crps,crps,294.91,184.99,0.1,22,1600,hard
crps,dss,-1796.06,-1142.28,0.1,22,1600,hard
crps,is1,1145.26,737.31,0.1,22,1600,hard
dss,sse,250.6,147.18,0.1,22,1600,hard
dss,crps,298.2,183.68,0.1,22,1600,hard
dss,dss,-1797.26,-1150.75,0.1,22,1600,hard
dss,is1,1152.01,739.72,0.1,22,1600,hard
is1,sse,248.23,149.96,0.1,22,1600,hard
is1,crps,295.23,185.31,0.1,22,1600,hard
is1,dss,-1796.45,-1131.86,0.1,22,1600,hard
is1,is1,1137.14,753.04,0.1,22,1600,hard
sse,sse,243.75,153.58,0.1,22,1600,hard
sse,crps,298.99,191.27,0.1,22,1600,hard
sse,dss,-1727.54,-1074.18,0.1,22,1600,hard
sse,is1,1155.47,774.14,0.1,22,1600,hard
crps,sse,249.1,147.73,0.3,22,1600,hard
crps,crps,297.28,183.99,0.3,22,1600,hard
crps,dss,-1779.93,-1152.99,0.3,22,1600,hard
crps,is1,1154.55,737.87,0.3,22,1600,hard
dss,sse,255.2,150.32,0.3,22,1600,hard
dss,crps,313.22,193.22,0.3,22,1600,hard
dss,dss,-1702.24,-1093.01,0.3,22,1600,hard
dss,is1,1226.02,794.68,0.3,22,1600,hard
is1,sse,249.05,149.55,0.3,22,1600,hard
is1,crps,296.46,185.32,0.3,22,1600,hard
is1,dss,-1785.79,-1138.91,0.3,22,1600,hard
is1,is1,1143.26,752.62,0.3,22,1600,hard
sse,sse,250.89,147.76,0.3,22,1600,hard
sse,crps,307.71,187.48,0.3,22,1600,hard
sse,dss,-1654.46,-1092.35,0.3,22,1600,hard
sse,is1,1185.57,751.04,0.3,22,1600,hard
crps,sse,251.25,146.76,0.5,22,1600,hard
crps,crps,298.78,183,0.5,22,1600,hard
crps,dss,-1772.35,-1155.47,0.5,22,1600,hard
crps,is1,1156.68,738.77,0.5,22,1600,hard
dss,sse,255.2,150.32,0.5,22,1600,hard
dss,crps,313.22,193.22,0.5,22,1600,hard
dss,dss,-1702.24,-1093.01,0.5,22,1600,hard
dss,is1,1226.02,794.68,0.5,22,1600,hard
is1,sse,250.82,147.73,0.5,22,1600,hard
is1,crps,298.32,183.5,0.5,22,1600,hard
is1,dss,-1774.43,-1151.83,0.5,22,1600,hard
is1,is1,1151.72,740.86,0.5,22,1600,hard
sse,sse,250.89,147.76,0.5,22,1600,hard
sse,crps,307.71,187.48,0.5,22,1600,hard
sse,dss,-1654.46,-1092.35,0.5,22,1600,hard
sse,is1,1185.57,751.04,0.5,22,1600,hard
crps,sse,251.25,146.76,0.8,22,1600,hard
crps,crps,298.78,183,0.8,22,1600,hard
crps,dss,-1772.35,-1155.47,0.8,22,1600,hard
crps,is1,1156.68,738.77,0.8,22,1600,hard
dss,sse,255.2,150.32,0.8,22,1600,hard
dss,crps,313.22,193.22,0.8,22,1600,hard
dss,dss,-1702.24,-1093.01,0.8,22,1600,hard
dss,is1,1226.02,794.68,0.8,22,1600,hard
is1,sse,250.89,147.72,0.8,22,1600,hard
is1,crps,298.78,183.34,0.8,22,1600,hard
is1,dss,-1773.7,-1151.96,0.8,22,1600,hard
is1,is1,1156.06,740.28,0.8,22,1600,hard
sse,sse,252.05,148.44,0.8,22,1600,hard
sse,crps,311.23,189.67,0.8,22,1600,hard
sse,dss,-1614.56,-1052.54,0.8,22,1600,hard
sse,is1,1204.4,768.09,0.8,22,1600,hard
crps,sse,226.6,146.28,0,23,1600,hard
crps,crps,286.84,183.07,0,23,1600,hard
crps,dss,-1877.8,-1164.59,0,23,1600,hard
crps,is1,1160.9,729.02,0,23,1600,hard
dss,sse,230.32,142.3,0,23,1600,hard
dss,crps,289.07,180.61,0,23,1600,hard
dss,dss,-1889.65,-1167.92,0,23,1600,hard
dss,is1,1166.79,725.42,0,23,1600,hard
is1,sse,228.01,143.98,0,23,1600,hard
is1,crps,287.56,182.31,0,23,1600,hard
is1,dss,-1871.86,-1166.54,0,23,1600,hard
is1,is1,1158.57,733.82,0,23,1600,hard
sse,sse,223.65,151.59,0,23,1600,hard
sse,crps,288.88,185.1,0,23,1600,hard
sse,dss,-1841.86,-1140.75,0,23,1600,hard
sse,is1,1173.08,742.19,0,23,1600,hard
crps,sse,227.2,146.07,0.1,23,1600,hard
crps,crps,287.67,182.68,0.1,23,1600,hard
crps,dss,-1870.64,-1168.37,0.1,23,1600,hard
crps,is1,1164.9,727.61,0.1,23,1600,hard
dss,sse,231.19,142.05,0.1,23,1600,hard
dss,crps,290.59,180.28,0.1,23,1600,hard
dss,dss,-1880.51,-1171.8,0.1,23,1600,hard
